,DATETIME,AC_REG,FLIGHT_NO,AIR_GROUND,AIRSPEED_CMP,ALTITUDE,FLAPEXT_1,FLAPEXT_2,FLAPEXT_3,FLAPEXT_4,FLAPHANDLPOS,FLAPTRANS_1,FLAPTRANS_2,FLAPTRANS_3,FLAPTRANS_4,PITCHTRIMPOS,TRIMDOWN_A_P,TRIMDOWN_MAN,TRIMUP_A_P,TRIMUP_MAN,TRIM_A_P_CD,TRIM_MAN_CD,SIM_PITCHTRIMPOS
1,2020-09-23 22:19:45,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
2,2020-09-23 22:19:45,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.77,no trim,no trim,no trim,no trim,0,0,5.8
3,2020-09-23 22:19:45,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
4,2020-09-23 22:19:45,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
5,2020-09-23 22:19:49,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
6,2020-09-23 22:19:49,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
7,2020-09-23 22:19:49,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.77,no trim,no trim,no trim,no trim,0,0,5.8
8,2020-09-23 22:19:49,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
9,2020-09-23 22:19:53,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
10,2020-09-23 22:19:53,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
11,2020-09-23 22:19:53,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.77,no trim,no trim,no trim,no trim,0,0,5.8
12,2020-09-23 22:19:53,PK-GFD,GIA3045,ground,45.0,67,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
13,2020-09-23 22:19:57,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
14,2020-09-23 22:19:57,PK-GFD,GIA3045,ground,45.0,67,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
15,2020-09-23 22:19:57,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
16,2020-09-23 22:19:57,PK-GFD,GIA3045,ground,45.0,67,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
17,2020-09-23 22:20:01,PK-GFD,GIA3045,ground,45.0,67,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
18,2020-09-23 22:20:01,PK-GFD,GIA3045,ground,45.0,66,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
19,2020-09-23 22:20:01,PK-GFD,GIA3045,ground,45.0,67,False,False,False,False,0.0,False,False,False,False,5.77,no trim,no trim,no trim,no trim,0,0,5.8
20,2020-09-23 22:20:01,PK-GFD,GIA3045,ground,45.0,67,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
21,2020-09-23 22:20:05,PK-GFD,GIA3045,ground,45.0,67,False,False,False,False,0.0,False,False,False,False,5.8,no trim,no trim,no trim,no trim,0,0,5.8
