,DATETIME,AC_REG,FLIGHT_NO,AIR_GROUND,AIRSPEED_CMP,ALTITUDE,FLAPEXT_1,FLAPEXT_2,FLAPEXT_3,FLAPEXT_4,FLAPHANDLPOS,FLAPTRANS_1,FLAPTRANS_2,FLAPTRANS_3,FLAPTRANS_4,TE_FLAPPSE_L,TE_FLAPPSE_L_SYNCRHO,TE_FLAPPSE_R,TE_FLAPPSE_R_SYNCHRO,TE_FLAPSKW_1,TE_FLAPSKW_2,TE_FLAPSKW_3,TE_FLAPSKW_4,TE_FLAPSKW_5,TE_FLAPSKW_6,TE_FLAPSKW_7,TE_FLAPSKW_8,TE_FLPSK1TO8,TE_FLPSK2TO7,TE_FLPSK3TO6,TE_FLPSK4TO5,FLAPTRANS_ALL,FLAPTRANS_IND,FLAPTRANS_DISC
1557,2020-09-23 03:48:09,PK-GFD,GIA448,AIR,277.5,31046,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1558,2020-09-23 03:48:10,PK-GFD,GIA448,AIR,277.8,31059,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1559,2020-09-23 03:48:11,PK-GFD,GIA448,AIR,277.8,31075,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1560,2020-09-23 03:48:12,PK-GFD,GIA448,AIR,278.0,31091,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1561,2020-09-23 03:48:13,PK-GFD,GIA448,AIR,278.0,31106,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1562,2020-09-23 03:48:14,PK-GFD,GIA448,AIR,278.3,31120,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1563,2020-09-23 03:48:15,PK-GFD,GIA448,AIR,278.3,31137,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1564,2020-09-23 03:48:16,PK-GFD,GIA448,AIR,278.5,31155,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1565,2020-09-23 03:48:17,PK-GFD,GIA448,AIR,278.5,31171,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1566,2020-09-23 03:48:18,PK-GFD,GIA448,AIR,278.5,31188,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1567,2020-09-23 03:48:19,PK-GFD,GIA448,AIR,278.5,31206,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1568,2020-09-23 03:48:20,PK-GFD,GIA448,AIR,278.5,31222,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1569,2020-09-23 03:48:21,PK-GFD,GIA448,AIR,278.5,31240,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1570,2020-09-23 03:48:22,PK-GFD,GIA448,AIR,278.8,31258,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1571,2020-09-23 03:48:23,PK-GFD,GIA448,AIR,278.8,31274,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1572,2020-09-23 03:48:24,PK-GFD,GIA448,AIR,279.0,31291,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1573,2020-09-23 03:48:25,PK-GFD,GIA448,AIR,279.3,31307,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1574,2020-09-23 03:48:26,PK-GFD,GIA448,AIR,279.5,31323,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1575,2020-09-23 03:48:27,PK-GFD,GIA448,AIR,279.8,31340,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1576,2020-09-23 03:48:28,PK-GFD,GIA448,AIR,279.8,31356,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1577,2020-09-23 03:48:29,PK-GFD,GIA448,AIR,280.0,31373,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1578,2020-09-23 03:48:30,PK-GFD,GIA448,AIR,280.5,31390,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1579,2020-09-23 03:48:31,PK-GFD,GIA448,AIR,280.5,31408,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1580,2020-09-23 03:48:32,PK-GFD,GIA448,AIR,280.8,31428,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1581,2020-09-23 03:48:33,PK-GFD,GIA448,AIR,280.8,31447,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1582,2020-09-23 03:48:34,PK-GFD,GIA448,AIR,281.0,31466,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1583,2020-09-23 03:48:35,PK-GFD,GIA448,AIR,281.0,31487,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1584,2020-09-23 03:48:36,PK-GFD,GIA448,AIR,281.0,31504,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1585,2020-09-23 03:48:37,PK-GFD,GIA448,AIR,281.0,31523,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1586,2020-09-23 03:48:38,PK-GFD,GIA448,AIR,281.3,31539,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1587,2020-09-23 03:48:39,PK-GFD,GIA448,AIR,281.3,31557,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1588,2020-09-23 03:48:40,PK-GFD,GIA448,AIR,281.3,31573,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1589,2020-09-23 03:48:41,PK-GFD,GIA448,AIR,281.3,31590,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1590,2020-09-23 03:48:42,PK-GFD,GIA448,AIR,281.3,31605,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1591,2020-09-23 03:48:43,PK-GFD,GIA448,AIR,281.5,31622,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1592,2020-09-23 03:48:44,PK-GFD,GIA448,AIR,281.5,31638,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1593,2020-09-23 03:48:45,PK-GFD,GIA448,AIR,281.5,31657,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1594,2020-09-23 03:48:46,PK-GFD,GIA448,AIR,281.5,31674,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1595,2020-09-23 03:48:47,PK-GFD,GIA448,AIR,281.3,31692,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1596,2020-09-23 03:48:48,PK-GFD,GIA448,AIR,281.0,31712,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1597,2020-09-23 03:48:49,PK-GFD,GIA448,AIR,281.0,31731,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1598,2020-09-23 03:48:50,PK-GFD,GIA448,AIR,281.0,31749,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1599,2020-09-23 03:48:51,PK-GFD,GIA448,AIR,281.0,31768,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1600,2020-09-23 03:48:52,PK-GFD,GIA448,AIR,280.8,31788,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1601,2020-09-23 03:48:53,PK-GFD,GIA448,AIR,280.8,31805,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1602,2020-09-23 03:48:54,PK-GFD,GIA448,AIR,280.8,31822,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1603,2020-09-23 03:48:55,PK-GFD,GIA448,AIR,280.8,31840,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1604,2020-09-23 03:48:56,PK-GFD,GIA448,AIR,280.8,31856,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1605,2020-09-23 03:48:57,PK-GFD,GIA448,AIR,280.8,31873,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1606,2020-09-23 03:48:58,PK-GFD,GIA448,AIR,280.8,31892,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1607,2020-09-23 03:48:59,PK-GFD,GIA448,AIR,280.8,31908,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1608,2020-09-23 03:49:00,PK-GFD,GIA448,AIR,280.8,31926,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1609,2020-09-23 03:49:01,PK-GFD,GIA448,AIR,280.5,31943,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1610,2020-09-23 03:49:02,PK-GFD,GIA448,AIR,280.5,31963,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1611,2020-09-23 03:49:03,PK-GFD,GIA448,AIR,280.3,31981,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1612,2020-09-23 03:49:04,PK-GFD,GIA448,AIR,280.0,32000,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1613,2020-09-23 03:49:05,PK-GFD,GIA448,AIR,280.0,32019,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1614,2020-09-23 03:49:06,PK-GFD,GIA448,AIR,280.0,32038,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1615,2020-09-23 03:49:07,PK-GFD,GIA448,AIR,280.0,32054,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1616,2020-09-23 03:49:08,PK-GFD,GIA448,AIR,280.0,32074,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1617,2020-09-23 03:49:09,PK-GFD,GIA448,AIR,279.8,32091,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1618,2020-09-23 03:49:10,PK-GFD,GIA448,AIR,279.8,32108,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1619,2020-09-23 03:49:11,PK-GFD,GIA448,AIR,280.0,32123,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1620,2020-09-23 03:49:12,PK-GFD,GIA448,AIR,280.0,32139,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1621,2020-09-23 03:49:13,PK-GFD,GIA448,AIR,280.0,32156,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1622,2020-09-23 03:49:14,PK-GFD,GIA448,AIR,280.0,32174,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1623,2020-09-23 03:49:15,PK-GFD,GIA448,AIR,279.8,32191,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1624,2020-09-23 03:49:16,PK-GFD,GIA448,AIR,279.8,32208,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1625,2020-09-23 03:49:17,PK-GFD,GIA448,AIR,279.8,32228,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1626,2020-09-23 03:49:18,PK-GFD,GIA448,AIR,279.8,32246,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1627,2020-09-23 03:49:19,PK-GFD,GIA448,AIR,279.8,32265,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1628,2020-09-23 03:49:20,PK-GFD,GIA448,AIR,279.8,32283,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1629,2020-09-23 03:49:21,PK-GFD,GIA448,AIR,279.5,32302,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1630,2020-09-23 03:49:22,PK-GFD,GIA448,AIR,279.8,32320,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1631,2020-09-23 03:49:23,PK-GFD,GIA448,AIR,279.5,32338,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1632,2020-09-23 03:49:24,PK-GFD,GIA448,AIR,279.5,32357,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1633,2020-09-23 03:49:25,PK-GFD,GIA448,AIR,279.5,32373,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1634,2020-09-23 03:49:26,PK-GFD,GIA448,AIR,279.3,32390,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1635,2020-09-23 03:49:27,PK-GFD,GIA448,AIR,279.3,32408,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1636,2020-09-23 03:49:28,PK-GFD,GIA448,AIR,279.3,32423,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1637,2020-09-23 03:49:29,PK-GFD,GIA448,AIR,279.3,32439,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1638,2020-09-23 03:49:30,PK-GFD,GIA448,AIR,279.5,32454,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1639,2020-09-23 03:49:31,PK-GFD,GIA448,AIR,279.5,32473,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1640,2020-09-23 03:49:32,PK-GFD,GIA448,AIR,279.5,32490,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1641,2020-09-23 03:49:33,PK-GFD,GIA448,AIR,279.3,32507,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1642,2020-09-23 03:49:34,PK-GFD,GIA448,AIR,279.5,32524,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1643,2020-09-23 03:49:35,PK-GFD,GIA448,AIR,279.5,32540,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1644,2020-09-23 03:49:36,PK-GFD,GIA448,AIR,279.3,32558,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1645,2020-09-23 03:49:37,PK-GFD,GIA448,AIR,279.3,32577,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1646,2020-09-23 03:49:38,PK-GFD,GIA448,AIR,279.3,32595,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1647,2020-09-23 03:49:39,PK-GFD,GIA448,AIR,279.3,32616,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1648,2020-09-23 03:49:40,PK-GFD,GIA448,AIR,279.3,32638,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1649,2020-09-23 03:49:41,PK-GFD,GIA448,AIR,279.0,32659,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1650,2020-09-23 03:49:42,PK-GFD,GIA448,AIR,279.3,32682,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1651,2020-09-23 03:49:43,PK-GFD,GIA448,AIR,279.0,32704,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1652,2020-09-23 03:49:44,PK-GFD,GIA448,AIR,278.8,32731,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1653,2020-09-23 03:49:45,PK-GFD,GIA448,AIR,278.8,32754,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1654,2020-09-23 03:49:46,PK-GFD,GIA448,AIR,278.5,32779,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1655,2020-09-23 03:49:47,PK-GFD,GIA448,AIR,278.5,32805,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1656,2020-09-23 03:49:48,PK-GFD,GIA448,AIR,278.3,32830,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1657,2020-09-23 03:49:49,PK-GFD,GIA448,AIR,278.3,32854,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
1658,2020-09-23 03:49:50,PK-GFD,GIA448,AIR,278.0,32881,False,False,False,False,0.0,False,False,False,False,-0.0,-1.4,0.0,0.4,-56.6,-23.2,3.2,-20.0,-17.6,7.0,-21.1,-55.5,normal,normal,normal,normal,False,False,False
